,Npy1r,Drd1,Sema3c,Drd2,Htr2c,Htr1b,Vdr,Gpx3,Dlk1,Vgf,Ppp1r1b,Nefm,Cartpt,Prkcd,Tac1,Penk,Gal,Sst,Pdyn,Nts,Tac2,Ebf1,Crym,Gad1,Cyp26b1,Crh,Oprk1,Vipr2,Scn4b,y,x
m264M_2442,5.0,1.0,1.0,31.0,7.0,17.0,1.0,3.0,1.0,213.0,62.0,3.0,44.0,59.0,1.0,90.0,4.0,13.0,15.0,0.0,4.0,5.0,27.0,89.0,16.0,5.0,2.0,1.0,0.0,371.3370654990618,867.2217719596105
m264M_2443,1.0,16.0,0.0,3.0,1.0,4.0,1.0,5.0,0.0,11.0,81.0,1.0,0.0,0.0,25.0,93.0,0.0,1.0,21.0,0.0,34.0,4.0,14.0,41.0,2.0,0.0,3.0,0.0,2.0,448.7453888721199,985.049896367844
m264M_2451,3.0,0.0,2.0,50.0,70.0,4.0,2.0,7.0,205.0,17.0,7.0,12.0,4.0,1.0,6.0,1.0,0.0,1.0,1.0,2.0,3.0,13.0,3.0,103.0,5.0,6.0,8.0,0.0,1.0,855.7752360732914,493.9890893986248
m264M_2454,1.0,0.0,3.0,8.0,4.0,5.0,1.0,4.0,10.0,242.0,27.0,3.0,51.0,44.0,3.0,56.0,1.0,12.0,19.0,4.0,15.0,2.0,4.0,126.0,11.0,4.0,2.0,2.0,0.0,459.96680814940567,628.7942795698925
m264M_2465,7.0,7.0,1.0,47.0,21.0,13.0,0.0,12.0,2.0,195.0,12.0,59.0,2.0,1.0,4.0,2.0,2.0,6.0,3.0,4.0,3.0,12.0,86.0,12.0,124.0,4.0,34.0,4.0,3.0,1097.044765504521,855.8908747845544
m264M_2466,12.0,3.0,4.0,20.0,43.0,14.0,4.0,16.0,1.0,77.0,5.0,27.0,1.0,0.0,6.0,1.0,2.0,6.0,2.0,0.0,0.0,23.0,55.0,8.0,44.0,1.0,15.0,0.0,2.0,1118.1522399351531,748.5170917769972
m264M_2467,3.0,14.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0,12.0,66.0,7.0,1.0,0.0,3.0,79.0,0.0,3.0,28.0,0.0,29.0,8.0,30.0,76.0,2.0,1.0,0.0,0.0,0.0,1060.615257750066,672.996279968385
m264M_2468,2.0,12.0,1.0,5.0,2.0,1.0,4.0,4.0,2.0,27.0,17.0,4.0,1.0,0.0,0.0,10.0,1.0,7.0,4.0,3.0,2.0,7.0,18.0,65.0,1.0,0.0,3.0,0.0,1.0,1121.3042264393696,682.7337557628391
m264M_2470,2.0,0.0,0.0,28.0,2.0,22.0,1.0,3.0,6.0,315.0,415.0,1.0,0.0,0.0,0.0,602.0,0.0,16.0,5.0,0.0,1.0,3.0,58.0,92.0,81.0,1.0,0.0,0.0,8.0,486.6263002178816,884.7741210198387
m264M_2493,5.0,2.0,0.0,41.0,31.0,15.0,3.0,8.0,3.0,36.0,85.0,7.0,0.0,0.0,0.0,237.0,0.0,8.0,1.0,0.0,1.0,8.0,20.0,61.0,65.0,0.0,0.0,1.0,13.0,240.04811267927548,999.9487149305754
m264M_2506,9.0,0.0,0.0,23.0,3.0,14.0,1.0,5.0,4.0,181.0,109.0,6.0,1.0,25.0,0.0,417.0,0.0,12.0,9.0,1.0,7.0,6.0,11.0,93.0,64.0,3.0,1.0,1.0,0.0,550.5036405634313,880.4533756057792
m264M_2508,2.0,17.0,0.0,4.0,0.0,4.0,2.0,7.0,2.0,48.0,53.0,3.0,1.0,1.0,9.0,144.0,0.0,6.0,27.0,0.0,21.0,5.0,10.0,51.0,1.0,2.0,0.0,0.0,0.0,447.9556182310469,992.218910198556
m264M_2509,8.0,2.0,1.0,25.0,37.0,18.0,1.0,2.0,1.0,17.0,104.0,1.0,1.0,0.0,0.0,214.0,2.0,4.0,1.0,1.0,2.0,5.0,33.0,54.0,49.0,0.0,4.0,1.0,11.0,223.1998668864097,1036.8938843813387
m264M_2515,7.0,2.0,0.0,35.0,16.0,7.0,8.0,20.0,0.0,10.0,79.0,8.0,0.0,1.0,0.0,190.0,1.0,5.0,3.0,0.0,0.0,8.0,18.0,35.0,75.0,2.0,1.0,1.0,3.0,246.18926328813737,1017.6913883590248
m264M_2519,2.0,1.0,0.0,15.0,4.0,4.0,1.0,21.0,3.0,91.0,1.0,56.0,0.0,0.0,0.0,15.0,2.0,11.0,1.0,1.0,0.0,16.0,47.0,1.0,34.0,0.0,0.0,0.0,0.0,1097.7052712773886,750.5446974213742
m264M_2520,16.0,6.0,3.0,29.0,14.0,20.0,3.0,7.0,4.0,224.0,15.0,78.0,1.0,0.0,1.0,4.0,1.0,6.0,2.0,0.0,4.0,10.0,72.0,16.0,54.0,0.0,2.0,8.0,2.0,865.8979989666752,1058.8171981400155
m264M_2522,4.0,0.0,3.0,17.0,12.0,11.0,4.0,5.0,53.0,187.0,54.0,39.0,2.0,12.0,0.0,84.0,1.0,6.0,59.0,82.0,101.0,17.0,50.0,147.0,28.0,66.0,0.0,15.0,0.0,867.2902942056447,596.0522598982748
m264M_2526,2.0,1.0,1.0,24.0,119.0,3.0,0.0,22.0,2.0,99.0,0.0,8.0,1.0,0.0,1.0,161.0,0.0,0.0,2.0,1.0,3.0,11.0,2.0,344.0,2.0,0.0,3.0,0.0,0.0,1088.2939206951546,468.80529505582143
m264M_2527,5.0,0.0,0.0,6.0,4.0,14.0,2.0,2.0,0.0,245.0,198.0,1.0,5.0,124.0,3.0,150.0,0.0,10.0,21.0,8.0,3.0,9.0,34.0,125.0,55.0,2.0,2.0,1.0,1.0,681.0774471537388,749.1890440347952
m264M_2529,1.0,0.0,0.0,43.0,22.0,9.0,6.0,59.0,7.0,4.0,2.0,13.0,1.0,0.0,11.0,2.0,37.0,2.0,10.0,4.0,6.0,18.0,4.0,156.0,27.0,1.0,0.0,1.0,2.0,976.8228834629292,359.2714595611906
m264M_2530,1.0,0.0,2.0,16.0,5.0,5.0,2.0,5.0,5.0,173.0,141.0,2.0,51.0,138.0,1.0,389.0,0.0,10.0,9.0,2.0,3.0,10.0,35.0,121.0,9.0,0.0,4.0,0.0,3.0,676.0456380037169,814.0338361814968
m264M_2536,1.0,0.0,3.0,10.0,7.0,11.0,6.0,6.0,4.0,30.0,6.0,19.0,1.0,0.0,1.0,149.0,0.0,3.0,13.0,5.0,11.0,36.0,11.0,114.0,2.0,1.0,13.0,3.0,0.0,766.5271472186287,559.1005909443726
m264M_2545,3.0,1.0,1.0,18.0,53.0,15.0,3.0,9.0,2.0,340.0,227.0,4.0,12.0,12.0,3.0,91.0,1.0,382.0,307.0,3.0,5.0,55.0,146.0,234.0,6.0,1.0,1.0,1.0,0.0,534.9936576526345,798.2448908094044
m264M_2546,0.0,0.0,1.0,26.0,24.0,8.0,0.0,11.0,1.0,44.0,74.0,5.0,1.0,0.0,1.0,72.0,0.0,1.0,4.0,2.0,0.0,11.0,18.0,54.0,46.0,0.0,1.0,0.0,0.0,262.3080225069487,785.3138648227239
m264M_2555,2.0,10.0,1.0,6.0,2.0,2.0,1.0,0.0,0.0,43.0,64.0,5.0,0.0,0.0,28.0,45.0,0.0,3.0,7.0,0.0,11.0,0.0,26.0,65.0,1.0,0.0,0.0,0.0,1.0,1067.918949509452,698.4008064130176
m264M_2557,11.0,2.0,3.0,42.0,52.0,58.0,1.0,10.0,6.0,135.0,187.0,7.0,0.0,0.0,0.0,225.0,2.0,385.0,348.0,2.0,4.0,35.0,148.0,54.0,23.0,1.0,0.0,0.0,6.0,398.4681283827669,884.7636041350943
m264M_2558,3.0,0.0,15.0,24.0,16.0,14.0,3.0,10.0,6.0,164.0,69.0,2.0,36.0,32.0,2.0,25.0,0.0,79.0,49.0,2.0,23.0,11.0,43.0,134.0,2.0,1.0,0.0,1.0,0.0,574.2746212371816,717.8069847833278
m264M_2561,4.0,1.0,1.0,16.0,9.0,7.0,7.0,14.0,1.0,55.0,4.0,6.0,0.0,0.0,0.0,24.0,0.0,2.0,3.0,2.0,0.0,4.0,3.0,224.0,4.0,1.0,1.0,1.0,1.0,200.01618095865,919.0453162587517
m264M_2566,11.0,16.0,2.0,14.0,27.0,38.0,7.0,12.0,6.0,73.0,221.0,1.0,3.0,0.0,0.0,106.0,1.0,425.0,268.0,8.0,66.0,44.0,143.0,165.0,2.0,0.0,0.0,2.0,5.0,405.6498875941014,800.6497813756832
m264M_2569,3.0,0.0,3.0,18.0,26.0,43.0,1.0,13.0,3.0,187.0,2.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,8.0,0.0,262.0,6.0,8.0,5.0,1.0,0.0,906.2007102023788,240.7964773628208
m264M_2572,11.0,51.0,2.0,21.0,5.0,62.0,2.0,4.0,69.0,17.0,258.0,58.0,3.0,0.0,80.0,47.0,2.0,9.0,7.0,0.0,0.0,20.0,28.0,21.0,10.0,0.0,4.0,0.0,2.0,174.52230773296688,876.4802896559015
m264M_2573,2.0,1.0,1.0,5.0,7.0,1.0,0.0,12.0,1.0,28.0,2.0,13.0,3.0,0.0,0.0,14.0,0.0,1.0,3.0,36.0,0.0,5.0,6.0,68.0,3.0,2.0,13.0,1.0,0.0,1069.7654980354312,558.5829751154615
m264M_2576,0.0,0.0,0.0,60.0,42.0,28.0,3.0,7.0,4.0,70.0,155.0,8.0,0.0,0.0,0.0,397.0,2.0,16.0,4.0,1.0,3.0,15.0,47.0,16.0,47.0,0.0,0.0,0.0,6.0,105.34399302316147,967.5222001379144
m264M_2584,3.0,0.0,1.0,19.0,4.0,7.0,1.0,3.0,7.0,105.0,59.0,3.0,4.0,32.0,0.0,45.0,0.0,13.0,13.0,5.0,3.0,7.0,10.0,63.0,37.0,4.0,1.0,1.0,0.0,703.3957429718878,688.4871485943775
m264M_2588,18.0,6.0,4.0,24.0,3.0,16.0,0.0,17.0,2.0,150.0,11.0,52.0,0.0,0.0,1.0,9.0,5.0,13.0,0.0,1.0,4.0,9.0,66.0,25.0,52.0,0.0,7.0,1.0,1.0,929.0886618190348,1051.4385328094766
m264M_2590,5.0,1.0,2.0,54.0,21.0,17.0,7.0,48.0,38.0,48.0,7.0,12.0,0.0,0.0,0.0,117.0,1.0,7.0,6.0,0.0,3.0,40.0,11.0,124.0,0.0,0.0,0.0,0.0,1.0,1011.4573305481524,301.36414751854784
m264M_2592,4.0,8.0,1.0,7.0,2.0,10.0,1.0,4.0,2.0,2.0,67.0,0.0,0.0,0.0,0.0,86.0,1.0,5.0,6.0,0.0,46.0,4.0,7.0,17.0,0.0,0.0,1.0,0.0,0.0,167.62820432527647,831.722133281143
m264M_2593,2.0,20.0,0.0,10.0,0.0,7.0,0.0,0.0,1.0,18.0,68.0,6.0,1.0,2.0,1.0,38.0,0.0,4.0,10.0,1.0,24.0,1.0,28.0,61.0,1.0,1.0,0.0,0.0,0.0,1062.2829962546816,682.5544017346739
m264M_2595,3.0,27.0,0.0,16.0,35.0,4.0,4.0,11.0,3.0,106.0,50.0,35.0,0.0,0.0,2.0,263.0,0.0,3.0,1.0,1.0,2.0,7.0,34.0,69.0,45.0,2.0,0.0,0.0,1.0,196.69714790481976,825.4848440346714
m264M_2597,3.0,0.0,1.0,18.0,9.0,10.0,2.0,6.0,0.0,377.0,329.0,7.0,0.0,1.0,0.0,547.0,0.0,20.0,10.0,2.0,1.0,6.0,46.0,63.0,4.0,0.0,0.0,0.0,1.0,372.3152868825212,867.0515564124727
m264M_2598,5.0,0.0,0.0,33.0,23.0,14.0,7.0,17.0,1.0,90.0,10.0,39.0,0.0,3.0,5.0,7.0,1.0,6.0,1.0,4.0,3.0,37.0,82.0,13.0,37.0,2.0,19.0,1.0,2.0,1124.7425684907876,805.3074073562901
m264M_2599,14.0,7.0,1.0,30.0,17.0,15.0,2.0,9.0,4.0,204.0,14.0,109.0,1.0,0.0,5.0,13.0,1.0,12.0,0.0,0.0,1.0,1.0,6.0,19.0,70.0,1.0,14.0,1.0,2.0,840.6063834342692,1069.6714975224809
m264M_2600,1.0,1.0,0.0,36.0,25.0,0.0,2.0,10.0,170.0,14.0,10.0,7.0,2.0,3.0,1.0,11.0,1.0,1.0,4.0,3.0,1.0,9.0,1.0,125.0,57.0,0.0,18.0,1.0,1.0,902.4591977869986,612.0227662517289
m264M_2605,2.0,0.0,1.0,15.0,8.0,14.0,3.0,15.0,13.0,10.0,45.0,3.0,1.0,1.0,3.0,171.0,1.0,4.0,9.0,0.0,2.0,6.0,41.0,61.0,37.0,0.0,2.0,0.0,0.0,369.3124230693524,954.7155882159964
m264M_2608,19.0,0.0,3.0,8.0,1.0,89.0,17.0,12.0,3.0,23.0,12.0,78.0,11.0,0.0,1.0,2.0,0.0,2.0,14.0,2.0,9.0,22.0,11.0,150.0,4.0,4.0,4.0,0.0,1.0,640.2180828258222,365.0097945594802
m264M_2617,22.0,12.0,1.0,23.0,12.0,23.0,3.0,8.0,4.0,66.0,23.0,79.0,2.0,4.0,3.0,12.0,5.0,5.0,3.0,0.0,3.0,12.0,141.0,12.0,61.0,1.0,25.0,1.0,1.0,669.1693910386331,1056.3710598359892
m264M_2619,7.0,0.0,0.0,49.0,45.0,22.0,2.0,10.0,4.0,8.0,80.0,36.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,3.0,20.0,61.0,122.0,0.0,2.0,1.0,45.0,214.13451546133092,916.7962152668885
m264M_2624,2.0,0.0,4.0,14.0,14.0,4.0,3.0,3.0,12.0,43.0,29.0,2.0,2.0,12.0,1.0,39.0,0.0,5.0,29.0,7.0,13.0,1.0,10.0,151.0,96.0,3.0,24.0,1.0,0.0,607.887795256237,651.798348285609
m264M_2629,0.0,0.0,1.0,24.0,39.0,3.0,5.0,9.0,2.0,66.0,11.0,14.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,130.0,14.0,0.0,0.0,0.0,0.0,205.8132773109244,908.3015769944342
m264M_2632,4.0,14.0,0.0,7.0,40.0,0.0,5.0,4.0,1.0,15.0,31.0,3.0,0.0,1.0,1.0,37.0,0.0,1.0,2.0,5.0,2.0,1.0,3.0,67.0,2.0,0.0,6.0,0.0,0.0,906.5196368467672,745.3815146147032
m264M_2633,18.0,9.0,3.0,35.0,17.0,12.0,0.0,6.0,0.0,398.0,14.0,141.0,3.0,0.0,3.0,14.0,0.0,19.0,5.0,0.0,0.0,5.0,13.0,10.0,99.0,0.0,21.0,2.0,4.0,881.7279400260758,1070.8143516196972
m264M_2641,0.0,1.0,1.0,19.0,12.0,3.0,4.0,4.0,186.0,11.0,15.0,8.0,3.0,0.0,1.0,23.0,0.0,3.0,5.0,0.0,4.0,5.0,3.0,141.0,37.0,3.0,41.0,1.0,0.0,835.436137054435,620.1898203923737
m264M_2651,3.0,18.0,0.0,4.0,2.0,3.0,1.0,5.0,2.0,3.0,39.0,2.0,0.0,0.0,18.0,74.0,0.0,1.0,20.0,0.0,22.0,1.0,15.0,50.0,1.0,0.0,0.0,0.0,0.0,441.49030687586526,998.6855791416708
m264M_2658,3.0,1.0,0.0,25.0,14.0,29.0,3.0,2.0,1.0,15.0,55.0,11.0,0.0,0.0,1.0,133.0,2.0,10.0,4.0,0.0,2.0,1.0,12.0,19.0,80.0,0.0,0.0,0.0,0.0,292.10638356924784,819.5376852622815
m264M_2674,3.0,0.0,0.0,99.0,29.0,46.0,1.0,7.0,9.0,102.0,167.0,2.0,6.0,0.0,1.0,452.0,0.0,8.0,9.0,3.0,5.0,4.0,46.0,75.0,6.0,17.0,0.0,0.0,10.0,796.868616384793,643.3708616384794
m264M_2676,16.0,7.0,0.0,27.0,96.0,41.0,10.0,13.0,4.0,111.0,182.0,7.0,3.0,1.0,3.0,97.0,2.0,507.0,234.0,5.0,4.0,68.0,157.0,135.0,5.0,2.0,0.0,0.0,9.0,341.44491674563426,798.8505175759218
m264M_2678,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,34.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,1.0,3.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,1078.1524472857784,705.0122723194258
m264M_2683,3.0,1.0,0.0,48.0,47.0,19.0,1.0,0.0,136.0,19.0,0.0,8.0,0.0,0.0,0.0,201.0,3.0,3.0,3.0,2.0,6.0,6.0,2.0,110.0,44.0,2.0,0.0,0.0,0.0,971.167996794872,479.7095730311355
m264M_2685,5.0,0.0,1.0,19.0,16.0,17.0,8.0,5.0,5.0,129.0,103.0,3.0,1.0,13.0,1.0,7.0,0.0,125.0,127.0,84.0,175.0,14.0,59.0,143.0,8.0,15.0,3.0,73.0,0.0,581.6826892599054,629.2064779466733
m264M_2687,19.0,10.0,0.0,18.0,44.0,20.0,6.0,13.0,20.0,409.0,58.0,376.0,0.0,6.0,6.0,14.0,4.0,10.0,1.0,1.0,1.0,31.0,36.0,21.0,137.0,1.0,45.0,3.0,4.0,862.7059307010478,1023.7440290088635
m264M_2693,1.0,0.0,2.0,38.0,7.0,25.0,7.0,9.0,77.0,13.0,32.0,26.0,15.0,1.0,0.0,6.0,1.0,1.0,36.0,4.0,45.0,8.0,41.0,56.0,0.0,2.0,0.0,0.0,71.0,904.4237366953876,562.9678699949317
m264M_2694,0.0,0.0,2.0,9.0,2.0,3.0,2.0,9.0,174.0,15.0,5.0,7.0,2.0,0.0,1.0,46.0,1.0,4.0,5.0,1.0,4.0,12.0,2.0,128.0,78.0,2.0,33.0,0.0,0.0,856.9910596846847,554.6573547297298
m264M_2695,3.0,0.0,27.0,17.0,27.0,68.0,14.0,36.0,11.0,19.0,16.0,91.0,2.0,2.0,3.0,2.0,0.0,2.0,15.0,2.0,13.0,48.0,5.0,186.0,4.0,3.0,27.0,0.0,2.0,824.6209926124916,358.5739388851579
m264M_2704,1.0,1.0,1.0,19.0,76.0,51.0,8.0,14.0,34.0,48.0,116.0,7.0,2.0,6.0,1.0,40.0,0.0,191.0,108.0,3.0,9.0,53.0,122.0,92.0,3.0,2.0,1.0,0.0,3.0,362.4734282032607,782.5765140904252
m264M_2711,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,16.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,5.0,0.0,6.0,0.0,3.0,0.0,1.0,897.4244486333647,929.2262444235
m264M_2712,5.0,2.0,0.0,9.0,4.0,6.0,5.0,11.0,6.0,17.0,26.0,7.0,0.0,0.0,0.0,121.0,1.0,4.0,7.0,2.0,2.0,5.0,31.0,11.0,27.0,0.0,0.0,0.0,0.0,335.64652780293426,982.4501865604058
m264M_2716,2.0,0.0,3.0,35.0,27.0,21.0,4.0,1.0,8.0,5.0,57.0,7.0,3.0,0.0,1.0,105.0,0.0,2.0,4.0,3.0,2.0,10.0,26.0,64.0,2.0,1.0,1.0,0.0,2.0,898.4338795077275,593.4918946765886
m264M_2726,4.0,3.0,3.0,21.0,28.0,4.0,6.0,10.0,104.0,24.0,14.0,10.0,2.0,3.0,1.0,45.0,0.0,3.0,4.0,8.0,19.0,10.0,12.0,111.0,56.0,5.0,2.0,0.0,1.0,781.6556380483902,408.5962695189613
m264M_2749,11.0,1.0,2.0,25.0,18.0,30.0,0.0,6.0,1.0,27.0,34.0,17.0,0.0,0.0,1.0,50.0,0.0,1.0,0.0,0.0,0.0,3.0,16.0,52.0,46.0,2.0,1.0,1.0,0.0,240.83065271241023,680.1807889521922
m264M_2758,2.0,9.0,0.0,10.0,3.0,2.0,1.0,2.0,0.0,27.0,6.0,7.0,0.0,2.0,0.0,56.0,1.0,1.0,7.0,1.0,1.0,8.0,15.0,58.0,2.0,1.0,4.0,1.0,0.0,1074.5069834945932,636.2244204135837
m264M_2760,1.0,0.0,6.0,21.0,7.0,9.0,0.0,3.0,140.0,55.0,17.0,4.0,9.0,2.0,1.0,47.0,0.0,6.0,14.0,6.0,9.0,5.0,10.0,159.0,28.0,1.0,24.0,0.0,1.0,674.2059371069182,653.8555974842767
m264M_2761,1.0,2.0,2.0,7.0,48.0,4.0,5.0,21.0,35.0,182.0,122.0,11.0,2.0,30.0,2.0,116.0,0.0,168.0,84.0,31.0,75.0,10.0,65.0,211.0,87.0,21.0,3.0,16.0,1.0,455.3566266329541,601.9012284028655
m264M_2765,0.0,1.0,1.0,11.0,19.0,18.0,9.0,2.0,4.0,277.0,235.0,3.0,1.0,48.0,1.0,6.0,0.0,28.0,214.0,58.0,143.0,11.0,94.0,170.0,15.0,52.0,4.0,111.0,6.0,468.32898417721526,642.7168219936709
m264M_2778,4.0,3.0,3.0,24.0,47.0,42.0,7.0,5.0,1.0,173.0,152.0,6.0,0.0,0.0,1.0,90.0,1.0,501.0,272.0,3.0,5.0,32.0,93.0,42.0,7.0,0.0,0.0,1.0,2.0,370.1329186602871,892.0939138755981
m264M_2782,1.0,21.0,23.0,16.0,11.0,68.0,10.0,18.0,2.0,19.0,14.0,38.0,0.0,0.0,1.0,0.0,0.0,2.0,37.0,0.0,6.0,11.0,2.0,105.0,2.0,4.0,1.0,0.0,0.0,619.6449825610364,411.4601215744892
m264M_2786,3.0,5.0,0.0,12.0,10.0,7.0,1.0,6.0,2.0,22.0,9.0,3.0,1.0,1.0,0.0,28.0,0.0,14.0,24.0,1.0,5.0,7.0,6.0,155.0,4.0,3.0,1.0,0.0,3.0,377.7331019766398,652.7938836477988
m264M_2791,4.0,0.0,8.0,7.0,19.0,34.0,4.0,12.0,29.0,45.0,124.0,7.0,2.0,2.0,29.0,2.0,0.0,67.0,120.0,6.0,12.0,29.0,99.0,100.0,2.0,6.0,4.0,1.0,21.0,446.9823445692884,745.0476265382557
m264M_2792,4.0,1.0,0.0,16.0,42.0,16.0,4.0,6.0,2.0,260.0,157.0,2.0,1.0,15.0,0.0,16.0,0.0,256.0,223.0,29.0,183.0,12.0,63.0,200.0,4.0,13.0,2.0,61.0,0.0,658.5041815585652,698.0778754705551
m264M_2796,10.0,1.0,1.0,20.0,75.0,16.0,16.0,6.0,4.0,350.0,62.0,17.0,1.0,26.0,0.0,8.0,0.0,0.0,175.0,49.0,103.0,25.0,101.0,150.0,10.0,129.0,5.0,91.0,4.0,526.612399901137,697.9004753666172
m264M_2798,5.0,1.0,0.0,14.0,6.0,4.0,1.0,20.0,2.0,171.0,168.0,6.0,18.0,103.0,1.0,233.0,0.0,7.0,35.0,7.0,3.0,11.0,21.0,177.0,70.0,1.0,2.0,0.0,1.0,578.3557836739479,761.2928998476027
m264M_2802,0.0,0.0,1.0,42.0,74.0,7.0,5.0,12.0,239.0,58.0,8.0,23.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,4.0,9.0,4.0,141.0,6.0,5.0,26.0,1.0,0.0,806.5805164034023,416.026240380721
m264M_2804,6.0,7.0,0.0,4.0,70.0,8.0,4.0,4.0,2.0,159.0,1.0,24.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,43.0,3.0,14.0,13.0,133.0,2.0,0.0,8.0,0.0,0.0,1111.5827341347497,573.0535518590997
m264M_2806,3.0,0.0,3.0,8.0,3.0,6.0,7.0,14.0,8.0,164.0,74.0,6.0,16.0,48.0,7.0,110.0,3.0,44.0,72.0,2.0,7.0,14.0,39.0,170.0,2.0,0.0,0.0,2.0,0.0,457.8896054397424,797.6773901762547
m264M_2810,9.0,6.0,2.0,37.0,10.0,31.0,1.0,15.0,4.0,266.0,24.0,129.0,4.0,6.0,0.0,11.0,3.0,2.0,0.0,1.0,6.0,18.0,129.0,10.0,93.0,3.0,37.0,2.0,15.0,724.1988533850432,1058.0978613382797
m264M_2812,13.0,1.0,1.0,74.0,35.0,37.0,6.0,9.0,5.0,31.0,124.0,54.0,0.0,0.0,4.0,162.0,0.0,2.0,0.0,0.0,0.0,2.0,12.0,46.0,171.0,0.0,3.0,0.0,42.0,223.47989326944025,908.080779786539
m264M_2815,4.0,1.0,0.0,26.0,8.0,10.0,2.0,4.0,73.0,386.0,143.0,5.0,129.0,85.0,1.0,329.0,0.0,3.0,5.0,0.0,2.0,3.0,6.0,201.0,50.0,2.0,7.0,1.0,2.0,510.1278094309918,890.7366166879076
m264M_2820,16.0,6.0,29.0,53.0,27.0,40.0,13.0,32.0,5.0,276.0,14.0,114.0,9.0,0.0,4.0,10.0,3.0,28.0,4.0,2.0,7.0,21.0,32.0,282.0,83.0,0.0,19.0,3.0,1.0,981.7663151125404,1054.185488935124
m264M_2821,1.0,4.0,0.0,10.0,13.0,8.0,9.0,26.0,5.0,123.0,9.0,77.0,0.0,3.0,8.0,7.0,1.0,4.0,5.0,1.0,1.0,21.0,49.0,14.0,54.0,2.0,22.0,0.0,2.0,816.7361677320789,982.456322920436
m264M_2831,2.0,0.0,0.0,6.0,2.0,5.0,8.0,2.0,4.0,6.0,7.0,3.0,2.0,2.0,3.0,10.0,0.0,0.0,3.0,1.0,1.0,9.0,2.0,4.0,1.0,0.0,5.0,2.0,0.0,718.5760830090793,842.7828628699448
m264M_2832,13.0,4.0,1.0,15.0,7.0,7.0,2.0,9.0,3.0,36.0,13.0,39.0,3.0,1.0,1.0,23.0,0.0,1.0,2.0,3.0,1.0,7.0,66.0,7.0,25.0,1.0,14.0,3.0,2.0,487.6534138087783,1040.1069316632154
m264M_2845,4.0,0.0,3.0,78.0,16.0,45.0,2.0,4.0,2.0,53.0,15.0,229.0,1.0,2.0,27.0,3.0,0.0,0.0,7.0,1.0,98.0,3.0,1.0,196.0,3.0,4.0,5.0,0.0,42.0,365.9062808390871,453.322646554378
m264M_2856,4.0,3.0,1.0,10.0,11.0,0.0,6.0,7.0,5.0,83.0,2.0,29.0,3.0,3.0,3.0,16.0,2.0,14.0,6.0,3.0,1.0,14.0,4.0,261.0,11.0,0.0,4.0,2.0,0.0,927.6935321990094,1027.5245293990954
m264M_2860,6.0,2.0,1.0,74.0,45.0,20.0,7.0,13.0,2.0,30.0,115.0,9.0,0.0,0.0,0.0,330.0,0.0,8.0,0.0,1.0,4.0,9.0,78.0,17.0,1.0,0.0,0.0,1.0,14.0,200.94930835597503,1007.6435397302064
m264M_2861,10.0,0.0,2.0,28.0,13.0,12.0,3.0,10.0,2.0,89.0,58.0,2.0,6.0,7.0,0.0,101.0,0.0,0.0,22.0,1.0,5.0,4.0,17.0,186.0,63.0,1.0,2.0,0.0,0.0,597.0073298141427,717.1362817551964
m264M_2862,11.0,0.0,3.0,57.0,15.0,63.0,4.0,9.0,2.0,29.0,5.0,82.0,5.0,0.0,1.0,23.0,0.0,1.0,1.0,1.0,25.0,56.0,11.0,174.0,6.0,6.0,6.0,0.0,4.0,367.4393101670892,415.47432756324906
m264M_2863,15.0,5.0,3.0,19.0,8.0,20.0,0.0,8.0,1.0,328.0,12.0,100.0,2.0,1.0,1.0,12.0,0.0,12.0,6.0,3.0,2.0,16.0,32.0,9.0,92.0,0.0,33.0,4.0,3.0,871.642352313286,843.2802888688748
m264M_2864,12.0,6.0,0.0,28.0,19.0,32.0,5.0,20.0,1.0,414.0,15.0,272.0,0.0,0.0,1.0,37.0,3.0,14.0,4.0,0.0,2.0,14.0,75.0,15.0,196.0,0.0,1.0,1.0,1.0,725.76995783848,909.4674887173396
m264M_2866,3.0,0.0,5.0,16.0,7.0,5.0,1.0,3.0,15.0,182.0,30.0,0.0,5.0,34.0,2.0,33.0,0.0,0.0,9.0,1.0,2.0,2.0,10.0,90.0,33.0,0.0,2.0,1.0,2.0,400.2960532687652,682.3562711864407
m264M_2871,7.0,1.0,0.0,46.0,25.0,24.0,0.0,6.0,2.0,20.0,76.0,12.0,0.0,0.0,1.0,182.0,0.0,22.0,6.0,2.0,5.0,11.0,33.0,28.0,66.0,0.0,0.0,3.0,1.0,300.6599813423167,827.9239015288935
